Time,Load,weekday,is_workday,Holiday_Info,Max_Temperature,Min_Temperature,Avg_Temperature,Avg_Humidity,Rainfall
2012-01-02,5863.57984,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,6047.208927999999,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,5070.9850240000005,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,4592.504704,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,5601.569728,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,5748.364863999999,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,5936.8895680000005,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,5971.315455999999,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,5575.7490880000005,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,6154.809088,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,6103.305664,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,6033.397215999999,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,5659.733632,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-02,4935.657856,0,0,10,20.0,13.0,16.0,59.0,0.0
2012-01-03,4140.916095999999,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,3815.27056,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,3615.611872,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,3506.46928,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,3437.946208,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,3413.74048,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,3496.82944,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,3785.63008,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,5412.35968,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,6884.046208,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,7229.445184,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,7362.152512,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,5982.6592,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,5447.877376,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,6884.274976,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,7076.990272,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,7276.09888,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,7251.562623999999,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,6467.067808,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,7246.047328,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,7138.499679999999,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,6999.195136,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,6472.126528,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-03,5626.086208,1,0,10,18.7,14.2,15.8,72.0,0.0
2012-01-04,4690.4416,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,4368.494656,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,4199.43856,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,4081.307488,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,3998.28112,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,3972.453184,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,4062.390112,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,4367.484064,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,5879.890047999999,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,7250.455935999999,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,7540.679679999999,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,7654.747168,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,6249.855615999999,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,5695.799679999999,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,7133.913471999999,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,7330.152832,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,7533.414016,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,7536.127648,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,6790.083424,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,7557.613792,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,7385.804703999999,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,7250.03872,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,6690.513472,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-04,5754.409888,2,1,0,14.9,9.3,10.9,62.0,0.0
2012-01-05,4828.23904,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,4493.228128,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,4346.231871999999,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,4232.673951999999,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,4158.590272,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,4136.311072,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,4167.644224,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,4487.917696,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,6032.394495999999,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,7340.310112,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,7630.020159999999,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,7751.84032,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,6423.655936,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,5809.3192,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,7247.024703999999,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,7436.627488,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,7664.38144,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,7707.185343999999,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,6902.607808,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,7590.609088,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,7432.292511999999,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,7251.518559999999,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,6659.382304,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-05,5772.872512,3,1,0,9.2,5.1,6.9,78.0,2.9
2012-01-06,4845.495615999999,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,4526.433472,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,4342.766847999999,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,4221.647968,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,4164.688768,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,4131.082144,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,4201.837696,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,4542.027808,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,6001.177215999999,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,7371.908608,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,7537.404063999999,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,7481.507488,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,6194.127807999999,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,5774.36032,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,7131.894976,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,7348.041279999999,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,7541.797215999999,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,7543.271392,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,6764.868928,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,7446.511072,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,7312.227327999999,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,7179.36112,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,6708.435136,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-06,5886.49936,4,1,0,11.0,6.3,8.2,92.0,3.3
2012-01-07,4968.80032,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,4569.955456,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,4372.107808,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,4248.627328,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,4157.407168,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,4114.8146560000005,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,4151.939200000001,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,4351.575136,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,5747.6827840000005,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,7102.1874880000005,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,7379.67904,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,7465.158399999999,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,6149.387488,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,5711.053312,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,6976.327168,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,7119.774976,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,7281.992512,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,7232.505184,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,6463.350112,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,6944.767167999999,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,6788.575935999999,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,6692.901279999999,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,6335.37808,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-07,5652.042784,5,0,5,12.4,9.4,10.5,80.0,0.0
2012-01-08,4804.302304,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,4418.297055999999,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,4208.624704,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,4075.382464,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,3960.854464,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,3931.812352,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,3958.659328,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,4081.047808,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,5214.190911999999,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,6312.415935999999,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,6570.076576,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,6682.430272,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,5674.270047999999,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,5208.496576,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,6196.864863999999,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,6292.169728,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,6436.941279999999,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,6414.755296,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,5853.04048,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,6181.176256,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,5972.2216,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,5932.894816,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,5720.08096,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-08,5088.678016,6,0,5,16.6,9.9,12.2,75.0,0.0
2012-01-09,4371.491392,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,4057.223872,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,3875.902624,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,3771.455584,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,3686.694496,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,3658.456096,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,3751.710112,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,4122.519039999999,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,5620.30096,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,6973.538559999999,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,7214.195296,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,7316.607327999999,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,5989.823104,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,5477.956576,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,6793.104064,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,6923.028928,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,7080.969088,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,7003.263424,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,6294.55888,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,7060.613632,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,6930.010912,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,6793.057215999999,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,6387.635296,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-09,5609.214016,0,1,0,17.3,9.4,12.4,75.0,0.0
2012-01-10,4714.635136,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,4334.930272,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,4137.530272,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,4016.753824,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,3923.82112,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,3895.22992,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,3951.14128,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,4232.637856,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,5735.603584,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,6928.272352,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,7189.9984,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,7267.226368000001,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,5953.8146560000005,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,5458.094656,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,6673.07968,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,6844.522144,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,7011.070048,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,6934.952512,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,6187.809088,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,6948.466047999999,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,6778.052511999999,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,6659.118399999999,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,6278.19856,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-10,5504.043904,1,1,0,17.1,9.4,13.2,73.0,0.0
2012-01-11,4628.564703999999,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,4252.266208,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,4049.888128,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,3944.024896,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,3851.22016,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,3829.846816,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,3879.734176,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,4129.335136,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,5513.514496,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6739.130271999999,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6968.948608,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6950.797215999999,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,5828.087008,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,5405.508927999999,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6594.366208,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6748.125184,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6902.712832,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6877.230112,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6187.725664,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6829.874656,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6683.850112,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6551.74144,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,6203.043424,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-11,5426.559039999999,2,1,0,16.7,11.6,14.5,68.0,0.4
2012-01-12,4546.8784,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,4187.683744,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,4014.35872,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,3875.927488,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,3794.114176,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,3744.613792,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,3816.333184,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,4058.029888,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,5411.013472,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6592.371232,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6830.298879999999,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6917.51872,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,5739.022623999999,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,5318.7962560000005,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6475.746208,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6622.171552,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6829.190272,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6778.514656,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6138.772192,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6716.131552,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6506.055136,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6384.523264,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,6015.252352,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-12,5244.051232,3,1,0,14.8,11.8,13.1,72.0,1.8
2012-01-13,4451.4151360000005,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,4099.549888,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,3896.75008,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,3800.01952,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,3692.257408,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,3660.64144,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,3700.687648,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,3948.457408,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,5244.954016000001,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,6368.728287999999,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,6614.944863999999,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,6645.092511999999,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,5526.154816,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,5155.587328,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,6178.989568,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,6317.96032,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,6430.689568,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,6359.082784,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,5772.292192,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,6295.395616,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,6125.1592,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,6061.404064,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,5728.904704,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-13,5091.011391999999,4,1,0,16.1,11.4,13.3,88.0,1.0
2012-01-14,4323.6016,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,3949.99936,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,3748.782304,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,3602.770048,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,3526.32112,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,3481.643872,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,3511.544224,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,3680.08,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,4767.953152,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5766.858016,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5996.128288,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,6063.865504,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5133.714975999999,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,4770.447808,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5562.0808,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5669.288608,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5772.856096,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5690.707168,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5262.517696,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5622.58144,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5467.152832,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5408.071552,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,5135.80144,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-14,4658.029407999999,5,0,5,19.2,13.9,15.8,90.0,2.2
2012-01-15,4010.5792,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,3645.354496,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,3439.89856,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,3315.498688,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,3219.75856,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,3181.243552,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,3182.52976,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,3278.28112,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,4108.271871999999,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,4930.930047999999,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,5222.975296,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,5346.07936,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,4679.666368,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,4375.965184,6,0,5,16.5,13.2,15.0,99.0,14.4
2012-01-15,4906.935616,6,0,5,16.5,13.2,15.0,99.0,14.4
