Time,Load,Max_Temperature,Min_Temperature,Avg_Temperature,Avg_Humidity,Rainfall
2012-01-02,6103.305664,20.0,13.0,16.0,59.0,0.0
2012-01-02,6033.397215999999,20.0,13.0,16.0,59.0,0.0
2012-01-02,5659.733632,20.0,13.0,16.0,59.0,0.0
2012-01-02,4935.657856,20.0,13.0,16.0,59.0,0.0
2012-01-03,4140.916095999999,18.7,14.2,15.8,72.0,0.0
2012-01-03,3815.27056,18.7,14.2,15.8,72.0,0.0
2012-01-03,3615.611872,18.7,14.2,15.8,72.0,0.0
2012-01-03,3506.46928,18.7,14.2,15.8,72.0,0.0
2012-01-03,3437.946208,18.7,14.2,15.8,72.0,0.0
2012-01-03,3413.74048,18.7,14.2,15.8,72.0,0.0
2012-01-03,3496.82944,18.7,14.2,15.8,72.0,0.0
2012-01-03,3785.63008,18.7,14.2,15.8,72.0,0.0
2012-01-03,5412.35968,18.7,14.2,15.8,72.0,0.0
2012-01-03,6884.046208,18.7,14.2,15.8,72.0,0.0
2012-01-03,7229.445184,18.7,14.2,15.8,72.0,0.0
2012-01-03,7362.152512,18.7,14.2,15.8,72.0,0.0
2012-01-03,5982.6592,18.7,14.2,15.8,72.0,0.0
2012-01-03,5447.877376,18.7,14.2,15.8,72.0,0.0
2012-01-03,6884.274976,18.7,14.2,15.8,72.0,0.0
2012-01-03,7076.990272,18.7,14.2,15.8,72.0,0.0
2012-01-03,7276.09888,18.7,14.2,15.8,72.0,0.0
2012-01-03,7251.562623999999,18.7,14.2,15.8,72.0,0.0
2012-01-03,6467.067808,18.7,14.2,15.8,72.0,0.0
2012-01-03,7246.047328,18.7,14.2,15.8,72.0,0.0
2012-01-03,7138.499679999999,18.7,14.2,15.8,72.0,0.0
2012-01-03,6999.195136,18.7,14.2,15.8,72.0,0.0
2012-01-03,6472.126528,18.7,14.2,15.8,72.0,0.0
2012-01-03,5626.086208,18.7,14.2,15.8,72.0,0.0
2012-01-04,4690.4416,14.9,9.3,10.9,62.0,0.0
2012-01-04,4368.494656,14.9,9.3,10.9,62.0,0.0
2012-01-04,4199.43856,14.9,9.3,10.9,62.0,0.0
2012-01-04,4081.307488,14.9,9.3,10.9,62.0,0.0
2012-01-04,3998.28112,14.9,9.3,10.9,62.0,0.0
2012-01-04,3972.453184,14.9,9.3,10.9,62.0,0.0
2012-01-04,4062.390112,14.9,9.3,10.9,62.0,0.0
2012-01-04,4367.484064,14.9,9.3,10.9,62.0,0.0
2012-01-04,5879.890047999999,14.9,9.3,10.9,62.0,0.0
2012-01-04,7250.455935999999,14.9,9.3,10.9,62.0,0.0
2012-01-04,7540.679679999999,14.9,9.3,10.9,62.0,0.0
2012-01-04,7654.747168,14.9,9.3,10.9,62.0,0.0
2012-01-04,6249.855615999999,14.9,9.3,10.9,62.0,0.0
2012-01-04,5695.799679999999,14.9,9.3,10.9,62.0,0.0
2012-01-04,7133.913471999999,14.9,9.3,10.9,62.0,0.0
2012-01-04,7330.152832,14.9,9.3,10.9,62.0,0.0
2012-01-04,7533.414016,14.9,9.3,10.9,62.0,0.0
2012-01-04,7536.127648,14.9,9.3,10.9,62.0,0.0
2012-01-04,6790.083424,14.9,9.3,10.9,62.0,0.0
2012-01-04,7557.613792,14.9,9.3,10.9,62.0,0.0
2012-01-04,7385.804703999999,14.9,9.3,10.9,62.0,0.0
2012-01-04,7250.03872,14.9,9.3,10.9,62.0,0.0
2012-01-04,6690.513472,14.9,9.3,10.9,62.0,0.0
2012-01-04,5754.409888,14.9,9.3,10.9,62.0,0.0
2012-01-05,4828.23904,9.2,5.1,6.9,78.0,2.9
2012-01-05,4493.228128,9.2,5.1,6.9,78.0,2.9
2012-01-05,4346.231871999999,9.2,5.1,6.9,78.0,2.9
2012-01-05,4232.673951999999,9.2,5.1,6.9,78.0,2.9
2012-01-05,4158.590272,9.2,5.1,6.9,78.0,2.9
2012-01-05,4136.311072,9.2,5.1,6.9,78.0,2.9
2012-01-05,4167.644224,9.2,5.1,6.9,78.0,2.9
2012-01-05,4487.917696,9.2,5.1,6.9,78.0,2.9
2012-01-05,6032.394495999999,9.2,5.1,6.9,78.0,2.9
2012-01-05,7340.310112,9.2,5.1,6.9,78.0,2.9
2012-01-05,7630.020159999999,9.2,5.1,6.9,78.0,2.9
2012-01-05,7751.84032,9.2,5.1,6.9,78.0,2.9
2012-01-05,6423.655936,9.2,5.1,6.9,78.0,2.9
2012-01-05,5809.3192,9.2,5.1,6.9,78.0,2.9
2012-01-05,7247.024703999999,9.2,5.1,6.9,78.0,2.9
2012-01-05,7436.627488,9.2,5.1,6.9,78.0,2.9
2012-01-05,7664.38144,9.2,5.1,6.9,78.0,2.9
2012-01-05,7707.185343999999,9.2,5.1,6.9,78.0,2.9
2012-01-05,6902.607808,9.2,5.1,6.9,78.0,2.9
2012-01-05,7590.609088,9.2,5.1,6.9,78.0,2.9
2012-01-05,7432.292511999999,9.2,5.1,6.9,78.0,2.9
2012-01-05,7251.518559999999,9.2,5.1,6.9,78.0,2.9
2012-01-05,6659.382304,9.2,5.1,6.9,78.0,2.9
2012-01-05,5772.872512,9.2,5.1,6.9,78.0,2.9
2012-01-06,4845.495615999999,11.0,6.3,8.2,92.0,3.3
2012-01-06,4526.433472,11.0,6.3,8.2,92.0,3.3
2012-01-06,4342.766847999999,11.0,6.3,8.2,92.0,3.3
2012-01-06,4221.647968,11.0,6.3,8.2,92.0,3.3
2012-01-06,4164.688768,11.0,6.3,8.2,92.0,3.3
2012-01-06,4131.082144,11.0,6.3,8.2,92.0,3.3
2012-01-06,4201.837696,11.0,6.3,8.2,92.0,3.3
2012-01-06,4542.027808,11.0,6.3,8.2,92.0,3.3
2012-01-06,6001.177215999999,11.0,6.3,8.2,92.0,3.3
2012-01-06,7371.908608,11.0,6.3,8.2,92.0,3.3
2012-01-06,7537.404063999999,11.0,6.3,8.2,92.0,3.3
2012-01-06,7481.507488,11.0,6.3,8.2,92.0,3.3
2012-01-06,6194.127807999999,11.0,6.3,8.2,92.0,3.3
2012-01-06,5774.36032,11.0,6.3,8.2,92.0,3.3
2012-01-06,7131.894976,11.0,6.3,8.2,92.0,3.3
2012-01-06,7348.041279999999,11.0,6.3,8.2,92.0,3.3
2012-01-06,7541.797215999999,11.0,6.3,8.2,92.0,3.3
2012-01-06,7543.271392,11.0,6.3,8.2,92.0,3.3
2012-01-06,6764.868928,11.0,6.3,8.2,92.0,3.3
2012-01-06,7446.511072,11.0,6.3,8.2,92.0,3.3
2012-01-06,7312.227327999999,11.0,6.3,8.2,92.0,3.3
2012-01-06,7179.36112,11.0,6.3,8.2,92.0,3.3
2012-01-06,6708.435136,11.0,6.3,8.2,92.0,3.3
2012-01-06,5886.49936,11.0,6.3,8.2,92.0,3.3
2012-01-07,4968.80032,12.4,9.4,10.5,80.0,0.0
2012-01-07,4569.955456,12.4,9.4,10.5,80.0,0.0
2012-01-07,4372.107808,12.4,9.4,10.5,80.0,0.0
2012-01-07,4248.627328,12.4,9.4,10.5,80.0,0.0
2012-01-07,4157.407168,12.4,9.4,10.5,80.0,0.0
2012-01-07,4114.8146560000005,12.4,9.4,10.5,80.0,0.0
2012-01-07,4151.939200000001,12.4,9.4,10.5,80.0,0.0
2012-01-07,4351.575136,12.4,9.4,10.5,80.0,0.0
2012-01-07,5747.6827840000005,12.4,9.4,10.5,80.0,0.0
2012-01-07,7102.1874880000005,12.4,9.4,10.5,80.0,0.0
2012-01-07,7379.67904,12.4,9.4,10.5,80.0,0.0
2012-01-07,7465.158399999999,12.4,9.4,10.5,80.0,0.0
2012-01-07,6149.387488,12.4,9.4,10.5,80.0,0.0
2012-01-07,5711.053312,12.4,9.4,10.5,80.0,0.0
2012-01-07,6976.327168,12.4,9.4,10.5,80.0,0.0
2012-01-07,7119.774976,12.4,9.4,10.5,80.0,0.0
2012-01-07,7281.992512,12.4,9.4,10.5,80.0,0.0
2012-01-07,7232.505184,12.4,9.4,10.5,80.0,0.0
2012-01-07,6463.350112,12.4,9.4,10.5,80.0,0.0
2012-01-07,6944.767167999999,12.4,9.4,10.5,80.0,0.0
2012-01-07,6788.575935999999,12.4,9.4,10.5,80.0,0.0
2012-01-07,6692.901279999999,12.4,9.4,10.5,80.0,0.0
2012-01-07,6335.37808,12.4,9.4,10.5,80.0,0.0
2012-01-07,5652.042784,12.4,9.4,10.5,80.0,0.0
2012-01-08,4804.302304,16.6,9.9,12.2,75.0,0.0
2012-01-08,4418.297055999999,16.6,9.9,12.2,75.0,0.0
2012-01-08,4208.624704,16.6,9.9,12.2,75.0,0.0
2012-01-08,4075.382464,16.6,9.9,12.2,75.0,0.0
2012-01-08,3960.854464,16.6,9.9,12.2,75.0,0.0
2012-01-08,3931.812352,16.6,9.9,12.2,75.0,0.0
2012-01-08,3958.659328,16.6,9.9,12.2,75.0,0.0
2012-01-08,4081.047808,16.6,9.9,12.2,75.0,0.0
2012-01-08,5214.190911999999,16.6,9.9,12.2,75.0,0.0
2012-01-08,6312.415935999999,16.6,9.9,12.2,75.0,0.0
2012-01-08,6570.076576,16.6,9.9,12.2,75.0,0.0
2012-01-08,6682.430272,16.6,9.9,12.2,75.0,0.0
2012-01-08,5674.270047999999,16.6,9.9,12.2,75.0,0.0
2012-01-08,5208.496576,16.6,9.9,12.2,75.0,0.0
2012-01-08,6196.864863999999,16.6,9.9,12.2,75.0,0.0
2012-01-08,6292.169728,16.6,9.9,12.2,75.0,0.0
2012-01-08,6436.941279999999,16.6,9.9,12.2,75.0,0.0
2012-01-08,6414.755296,16.6,9.9,12.2,75.0,0.0
2012-01-08,5853.04048,16.6,9.9,12.2,75.0,0.0
2012-01-08,6181.176256,16.6,9.9,12.2,75.0,0.0
2012-01-08,5972.2216,16.6,9.9,12.2,75.0,0.0
2012-01-08,5932.894816,16.6,9.9,12.2,75.0,0.0
2012-01-08,5720.08096,16.6,9.9,12.2,75.0,0.0
2012-01-08,5088.678016,16.6,9.9,12.2,75.0,0.0
2012-01-09,4371.491392,17.3,9.4,12.4,75.0,0.0
2012-01-09,4057.223872,17.3,9.4,12.4,75.0,0.0
2012-01-09,3875.902624,17.3,9.4,12.4,75.0,0.0
2012-01-09,3771.455584,17.3,9.4,12.4,75.0,0.0
2012-01-09,3686.694496,17.3,9.4,12.4,75.0,0.0
2012-01-09,3658.456096,17.3,9.4,12.4,75.0,0.0
2012-01-09,3751.710112,17.3,9.4,12.4,75.0,0.0
2012-01-09,4122.519039999999,17.3,9.4,12.4,75.0,0.0
2012-01-09,5620.30096,17.3,9.4,12.4,75.0,0.0
2012-01-09,6973.538559999999,17.3,9.4,12.4,75.0,0.0
2012-01-09,7214.195296,17.3,9.4,12.4,75.0,0.0
2012-01-09,7316.607327999999,17.3,9.4,12.4,75.0,0.0
2012-01-09,5989.823104,17.3,9.4,12.4,75.0,0.0
2012-01-09,5477.956576,17.3,9.4,12.4,75.0,0.0
2012-01-09,6793.104064,17.3,9.4,12.4,75.0,0.0
2012-01-09,6923.028928,17.3,9.4,12.4,75.0,0.0
2012-01-09,7080.969088,17.3,9.4,12.4,75.0,0.0
2012-01-09,7003.263424,17.3,9.4,12.4,75.0,0.0
2012-01-09,6294.55888,17.3,9.4,12.4,75.0,0.0
2012-01-09,7060.613632,17.3,9.4,12.4,75.0,0.0
2012-01-09,6930.010912,17.3,9.4,12.4,75.0,0.0
2012-01-09,6793.057215999999,17.3,9.4,12.4,75.0,0.0
2012-01-09,6387.635296,17.3,9.4,12.4,75.0,0.0
2012-01-09,5609.214016,17.3,9.4,12.4,75.0,0.0
2012-01-10,4714.635136,17.1,9.4,13.2,73.0,0.0
2012-01-10,4334.930272,17.1,9.4,13.2,73.0,0.0
2012-01-10,4137.530272,17.1,9.4,13.2,73.0,0.0
2012-01-10,4016.753824,17.1,9.4,13.2,73.0,0.0
2012-01-10,3923.82112,17.1,9.4,13.2,73.0,0.0
2012-01-10,3895.22992,17.1,9.4,13.2,73.0,0.0
2012-01-10,3951.14128,17.1,9.4,13.2,73.0,0.0
2012-01-10,4232.637856,17.1,9.4,13.2,73.0,0.0
2012-01-10,5735.603584,17.1,9.4,13.2,73.0,0.0
2012-01-10,6928.272352,17.1,9.4,13.2,73.0,0.0
2012-01-10,7189.9984,17.1,9.4,13.2,73.0,0.0
2012-01-10,7267.226368000001,17.1,9.4,13.2,73.0,0.0
2012-01-10,5953.8146560000005,17.1,9.4,13.2,73.0,0.0
2012-01-10,5458.094656,17.1,9.4,13.2,73.0,0.0
2012-01-10,6673.07968,17.1,9.4,13.2,73.0,0.0
2012-01-10,6844.522144,17.1,9.4,13.2,73.0,0.0
2012-01-10,7011.070048,17.1,9.4,13.2,73.0,0.0
2012-01-10,6934.952512,17.1,9.4,13.2,73.0,0.0
2012-01-10,6187.809088,17.1,9.4,13.2,73.0,0.0
2012-01-10,6948.466047999999,17.1,9.4,13.2,73.0,0.0
2012-01-10,6778.052511999999,17.1,9.4,13.2,73.0,0.0
2012-01-10,6659.118399999999,17.1,9.4,13.2,73.0,0.0
2012-01-10,6278.19856,17.1,9.4,13.2,73.0,0.0
2012-01-10,5504.043904,17.1,9.4,13.2,73.0,0.0
2012-01-11,4628.564703999999,16.7,11.6,14.5,68.0,0.4
2012-01-11,4252.266208,16.7,11.6,14.5,68.0,0.4
2012-01-11,4049.888128,16.7,11.6,14.5,68.0,0.4
2012-01-11,3944.024896,16.7,11.6,14.5,68.0,0.4
2012-01-11,3851.22016,16.7,11.6,14.5,68.0,0.4
2012-01-11,3829.846816,16.7,11.6,14.5,68.0,0.4
2012-01-11,3879.734176,16.7,11.6,14.5,68.0,0.4
2012-01-11,4129.335136,16.7,11.6,14.5,68.0,0.4
2012-01-11,5513.514496,16.7,11.6,14.5,68.0,0.4
2012-01-11,6739.130271999999,16.7,11.6,14.5,68.0,0.4
2012-01-11,6968.948608,16.7,11.6,14.5,68.0,0.4
2012-01-11,6950.797215999999,16.7,11.6,14.5,68.0,0.4
2012-01-11,5828.087008,16.7,11.6,14.5,68.0,0.4
2012-01-11,5405.508927999999,16.7,11.6,14.5,68.0,0.4
2012-01-11,6594.366208,16.7,11.6,14.5,68.0,0.4
2012-01-11,6748.125184,16.7,11.6,14.5,68.0,0.4
2012-01-11,6902.712832,16.7,11.6,14.5,68.0,0.4
2012-01-11,6877.230112,16.7,11.6,14.5,68.0,0.4
2012-01-11,6187.725664,16.7,11.6,14.5,68.0,0.4
2012-01-11,6829.874656,16.7,11.6,14.5,68.0,0.4
2012-01-11,6683.850112,16.7,11.6,14.5,68.0,0.4
2012-01-11,6551.74144,16.7,11.6,14.5,68.0,0.4
2012-01-11,6203.043424,16.7,11.6,14.5,68.0,0.4
2012-01-11,5426.559039999999,16.7,11.6,14.5,68.0,0.4
2012-01-12,4546.8784,14.8,11.8,13.1,72.0,1.8
2012-01-12,4187.683744,14.8,11.8,13.1,72.0,1.8
2012-01-12,4014.35872,14.8,11.8,13.1,72.0,1.8
2012-01-12,3875.927488,14.8,11.8,13.1,72.0,1.8
2012-01-12,3794.114176,14.8,11.8,13.1,72.0,1.8
2012-01-12,3744.613792,14.8,11.8,13.1,72.0,1.8
2012-01-12,3816.333184,14.8,11.8,13.1,72.0,1.8
2012-01-12,4058.029888,14.8,11.8,13.1,72.0,1.8
2012-01-12,5411.013472,14.8,11.8,13.1,72.0,1.8
2012-01-12,6592.371232,14.8,11.8,13.1,72.0,1.8
2012-01-12,6830.298879999999,14.8,11.8,13.1,72.0,1.8
2012-01-12,6917.51872,14.8,11.8,13.1,72.0,1.8
2012-01-12,5739.022623999999,14.8,11.8,13.1,72.0,1.8
2012-01-12,5318.7962560000005,14.8,11.8,13.1,72.0,1.8
2012-01-12,6475.746208,14.8,11.8,13.1,72.0,1.8
2012-01-12,6622.171552,14.8,11.8,13.1,72.0,1.8
2012-01-12,6829.190272,14.8,11.8,13.1,72.0,1.8
2012-01-12,6778.514656,14.8,11.8,13.1,72.0,1.8
2012-01-12,6138.772192,14.8,11.8,13.1,72.0,1.8
2012-01-12,6716.131552,14.8,11.8,13.1,72.0,1.8
2012-01-12,6506.055136,14.8,11.8,13.1,72.0,1.8
2012-01-12,6384.523264,14.8,11.8,13.1,72.0,1.8
2012-01-12,6015.252352,14.8,11.8,13.1,72.0,1.8
2012-01-12,5244.051232,14.8,11.8,13.1,72.0,1.8
2012-01-13,4451.4151360000005,16.1,11.4,13.3,88.0,1.0
2012-01-13,4099.549888,16.1,11.4,13.3,88.0,1.0
2012-01-13,3896.75008,16.1,11.4,13.3,88.0,1.0
2012-01-13,3800.01952,16.1,11.4,13.3,88.0,1.0
2012-01-13,3692.257408,16.1,11.4,13.3,88.0,1.0
2012-01-13,3660.64144,16.1,11.4,13.3,88.0,1.0
2012-01-13,3700.687648,16.1,11.4,13.3,88.0,1.0
2012-01-13,3948.457408,16.1,11.4,13.3,88.0,1.0
2012-01-13,5244.954016000001,16.1,11.4,13.3,88.0,1.0
2012-01-13,6368.728287999999,16.1,11.4,13.3,88.0,1.0
2012-01-13,6614.944863999999,16.1,11.4,13.3,88.0,1.0
2012-01-13,6645.092511999999,16.1,11.4,13.3,88.0,1.0
2012-01-13,5526.154816,16.1,11.4,13.3,88.0,1.0
2012-01-13,5155.587328,16.1,11.4,13.3,88.0,1.0
2012-01-13,6178.989568,16.1,11.4,13.3,88.0,1.0
2012-01-13,6317.96032,16.1,11.4,13.3,88.0,1.0
2012-01-13,6430.689568,16.1,11.4,13.3,88.0,1.0
2012-01-13,6359.082784,16.1,11.4,13.3,88.0,1.0
2012-01-13,5772.292192,16.1,11.4,13.3,88.0,1.0
2012-01-13,6295.395616,16.1,11.4,13.3,88.0,1.0
2012-01-13,6125.1592,16.1,11.4,13.3,88.0,1.0
2012-01-13,6061.404064,16.1,11.4,13.3,88.0,1.0
2012-01-13,5728.904704,16.1,11.4,13.3,88.0,1.0
2012-01-13,5091.011391999999,16.1,11.4,13.3,88.0,1.0
2012-01-14,4323.6016,19.2,13.9,15.8,90.0,2.2
2012-01-14,3949.99936,19.2,13.9,15.8,90.0,2.2
2012-01-14,3748.782304,19.2,13.9,15.8,90.0,2.2
2012-01-14,3602.770048,19.2,13.9,15.8,90.0,2.2
2012-01-14,3526.32112,19.2,13.9,15.8,90.0,2.2
2012-01-14,3481.643872,19.2,13.9,15.8,90.0,2.2
2012-01-14,3511.544224,19.2,13.9,15.8,90.0,2.2
2012-01-14,3680.08,19.2,13.9,15.8,90.0,2.2
2012-01-14,4767.953152,19.2,13.9,15.8,90.0,2.2
2012-01-14,5766.858016,19.2,13.9,15.8,90.0,2.2
2012-01-14,5996.128288,19.2,13.9,15.8,90.0,2.2
2012-01-14,6063.865504,19.2,13.9,15.8,90.0,2.2
2012-01-14,5133.714975999999,19.2,13.9,15.8,90.0,2.2
2012-01-14,4770.447808,19.2,13.9,15.8,90.0,2.2
2012-01-14,5562.0808,19.2,13.9,15.8,90.0,2.2
2012-01-14,5669.288608,19.2,13.9,15.8,90.0,2.2
2012-01-14,5772.856096,19.2,13.9,15.8,90.0,2.2
2012-01-14,5690.707168,19.2,13.9,15.8,90.0,2.2
2012-01-14,5262.517696,19.2,13.9,15.8,90.0,2.2
2012-01-14,5622.58144,19.2,13.9,15.8,90.0,2.2
2012-01-14,5467.152832,19.2,13.9,15.8,90.0,2.2
2012-01-14,5408.071552,19.2,13.9,15.8,90.0,2.2
2012-01-14,5135.80144,19.2,13.9,15.8,90.0,2.2
2012-01-14,4658.029407999999,19.2,13.9,15.8,90.0,2.2
2012-01-15,4010.5792,16.5,13.2,15.0,99.0,14.4
2012-01-15,3645.354496,16.5,13.2,15.0,99.0,14.4
2012-01-15,3439.89856,16.5,13.2,15.0,99.0,14.4
2012-01-15,3315.498688,16.5,13.2,15.0,99.0,14.4
2012-01-15,3219.75856,16.5,13.2,15.0,99.0,14.4
2012-01-15,3181.243552,16.5,13.2,15.0,99.0,14.4
2012-01-15,3182.52976,16.5,13.2,15.0,99.0,14.4
2012-01-15,3278.28112,16.5,13.2,15.0,99.0,14.4
2012-01-15,4108.271871999999,16.5,13.2,15.0,99.0,14.4
2012-01-15,4930.930047999999,16.5,13.2,15.0,99.0,14.4
2012-01-15,5222.975296,16.5,13.2,15.0,99.0,14.4
2012-01-15,5346.07936,16.5,13.2,15.0,99.0,14.4
2012-01-15,4679.666368,16.5,13.2,15.0,99.0,14.4
2012-01-15,4375.965184,16.5,13.2,15.0,99.0,14.4
2012-01-15,4906.935616,16.5,13.2,15.0,99.0,14.4
2012-01-15,4958.630271999999,16.5,13.2,15.0,99.0,14.4
2012-01-15,5059.228768,16.5,13.2,15.0,99.0,14.4
2012-01-15,5059.936575999999,16.5,13.2,15.0,99.0,14.4
2012-01-15,4821.3784,16.5,13.2,15.0,99.0,14.4
2012-01-15,5037.30064,16.5,13.2,15.0,99.0,14.4
2012-01-15,4865.167168,16.5,13.2,15.0,99.0,14.4
2012-01-15,4820.692192,16.5,13.2,15.0,99.0,14.4
2012-01-15,4618.974016,16.5,13.2,15.0,99.0,14.4
2012-01-15,4163.589088000001,16.5,13.2,15.0,99.0,14.4
2012-01-16,3595.165696,15.3,12.0,13.4,90.0,9.5
2012-01-16,3297.146848,15.3,12.0,13.4,90.0,9.5
2012-01-16,3123.844864,15.3,12.0,13.4,90.0,9.5
2012-01-16,3017.041792,15.3,12.0,13.4,90.0,9.5
2012-01-16,2939.7601600000003,15.3,12.0,13.4,90.0,9.5
2012-01-16,2907.642304,15.3,12.0,13.4,90.0,9.5
2012-01-16,2945.184256,15.3,12.0,13.4,90.0,9.5
2012-01-16,3122.090272,15.3,12.0,13.4,90.0,9.5
2012-01-16,4132.423263999999,15.3,12.0,13.4,90.0,9.5
2012-01-16,4944.105664,15.3,12.0,13.4,90.0,9.5
2012-01-16,5159.551552,15.3,12.0,13.4,90.0,9.5
2012-01-16,5223.113632,15.3,12.0,13.4,90.0,9.5
2012-01-16,4547.517856,15.3,12.0,13.4,90.0,9.5
2012-01-16,4274.034976,15.3,12.0,13.4,90.0,9.5
2012-01-16,4887.622144,15.3,12.0,13.4,90.0,9.5
2012-01-16,4918.689088,15.3,12.0,13.4,90.0,9.5
2012-01-16,5029.762624,15.3,12.0,13.4,90.0,9.5
2012-01-16,4969.148128,15.3,12.0,13.4,90.0,9.5
2012-01-16,4789.192672,15.3,12.0,13.4,90.0,9.5
2012-01-16,5126.59984,15.3,12.0,13.4,90.0,9.5
2012-01-16,4937.385664,15.3,12.0,13.4,90.0,9.5
2012-01-16,4831.450911999999,15.3,12.0,13.4,90.0,9.5
2012-01-16,4611.331552000001,15.3,12.0,13.4,90.0,9.5
2012-01-16,4146.841119999999,15.3,12.0,13.4,90.0,9.5
2012-01-17,3574.93888,17.7,10.8,13.5,74.0,0.0
2012-01-17,3268.51936,17.7,10.8,13.5,74.0,0.0
2012-01-17,3075.394336,17.7,10.8,13.5,74.0,0.0
2012-01-17,2978.572,17.7,10.8,13.5,74.0,0.0
2012-01-17,2933.956288,17.7,10.8,13.5,74.0,0.0
2012-01-17,2885.270272,17.7,10.8,13.5,74.0,0.0
2012-01-17,2925.515968,17.7,10.8,13.5,74.0,0.0
2012-01-17,3048.925504,17.7,10.8,13.5,74.0,0.0
2012-01-17,3904.466848,17.7,10.8,13.5,74.0,0.0
2012-01-17,4565.881984,17.7,10.8,13.5,74.0,0.0
2012-01-17,4746.655936,17.7,10.8,13.5,74.0,0.0
2012-01-17,4802.75824,17.7,10.8,13.5,74.0,0.0
2012-01-17,4259.50144,17.7,10.8,13.5,74.0,0.0
2012-01-17,3979.648,17.7,10.8,13.5,74.0,0.0
2012-01-17,4421.58016,17.7,10.8,13.5,74.0,0.0
2012-01-17,4413.805984,17.7,10.8,13.5,74.0,0.0
2012-01-17,4478.940159999999,17.7,10.8,13.5,74.0,0.0
2012-01-17,4423.817056,17.7,10.8,13.5,74.0,0.0
2012-01-17,4283.705824,17.7,10.8,13.5,74.0,0.0
2012-01-17,4709.909728,17.7,10.8,13.5,74.0,0.0
2012-01-17,4530.504544,17.7,10.8,13.5,74.0,0.0
2012-01-17,4468.507168,17.7,10.8,13.5,74.0,0.0
2012-01-17,4299.333471999999,17.7,10.8,13.5,74.0,0.0
2012-01-17,3853.492,17.7,10.8,13.5,74.0,0.0
2012-01-18,3328.333792,24.1,13.0,16.9,74.0,0.0
2012-01-18,3018.348448,24.1,13.0,16.9,74.0,0.0
2012-01-18,2849.937376,24.1,13.0,16.9,74.0,0.0
2012-01-18,2743.485664,24.1,13.0,16.9,74.0,0.0
2012-01-18,2651.752672,24.1,13.0,16.9,74.0,0.0
2012-01-18,2605.42864,24.1,13.0,16.9,74.0,0.0
2012-01-18,2646.359008,24.1,13.0,16.9,74.0,0.0
2012-01-18,2770.27984,24.1,13.0,16.9,74.0,0.0
