YMD,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345
20090111,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601
20090112,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.11628,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,4850.115601,5211.748964,5792.035846999999,5754.514209999999,5729.360460999999,5748.041497,5705.715837999999,5770.17292,5617.8209369999995,5517.814325,5408.7821539999995,5451.313841,5298.656308,5298.656308,4957.150542,4818.893726,4518.372303,4427.257681,4176.331776
20090113,3978.718914,3795.6233629999997,3683.4576070000003,3681.7307159999996,3525.6479189999995,3519.24815,3413.903725,3267.654691,3265.8346799999995,3247.552508,3243.2952749999995,3164.251818,3019.7692509999997,3022.705053,3054.157303,3071.015321,3032.774235,3015.620173,2940.5394570000003,2947.992064,3002.8877589999997,3080.014593,3085.287125,3088.28685,2984.781739,3151.682073,3250.67067,3392.476328,3284.007048,3492.726604,3711.322894,3920.40329,4085.3440299999993,4463.16,4602.820115,4843.192517,4958.867927,5022.44551,5147.080131,5086.32389,5223.242106,5285.734646999999,5314.468084,5324.0226809999995,5309.5380589999995,5367.447738,5378.03296,5359.749721,5172.7519569999995,4772.8031089999995,4853.92838,4709.579285,4704.921636,4724.979490000001,4856.164909,4963.563018,5004.121628,4904.917303,4966.240412,5042.184137,4966.236629,4985.05977,4911.972113,4975.048108999999,5105.228996,5108.203888999999,5137.656193,5176.569392,5191.343462,5303.985682,5306.106102,5371.330066,5535.867770999999,5652.325098,5818.077146,5949.958734,5854.995346,5896.869761,5787.692187,5745.976464,5812.808881999999,5742.629285,5688.229745,5643.8645639999995,5655.231315,5726.498282,5475.456365,5463.828683999999,5280.512846,5143.828108999999,5031.145246,4880.765369999999,4758.4937660000005,4469.16333,4231.048215,4188.450567999999
20090114,4054.6952309999997,3773.816308,3626.155342,3540.3165499999996,3427.535329,3430.2691769999997,3283.477525,3290.12639,3061.168269,3057.767837,3086.04421,3102.4759129999998,3099.863412,2983.143215,2954.1504969999996,2983.816007,3016.9453869999998,2935.322409,2984.743618,2863.632619,2882.821159,2947.432956,3024.3115669999997,3071.525929,3002.451259,3023.3072289999996,3252.646657,3341.1674019999996,3439.7387049999998,3380.581703,3576.97479,3792.669713,4087.578619,4270.382879,4664.465361,4702.727787,4799.585682,4886.838734,5108.250255,5088.997598,5126.009596999999,5123.5244569999995,5150.393166,5207.954227,5315.768175,5260.292517,5351.810270999999,5116.626011,4927.286958,4814.981521999999,4725.4820469999995,4588.416002999999,4543.592302999999,4602.607491,4648.947689,4831.2134049999995,4796.607491,4789.862014,4791.751768,4746.902072,4735.168273,4790.083659,4765.86208,4891.791554,4824.823627000001,4821.6138,4960.474441,5011.5709369999995,5000.059268,5148.741644,5189.477860999999,5220.5244569999995,5422.443537,5525.125797,5728.214309,5769.338914,5650.598207,5604.727779999999,5580.73968,5627.311999,5536.181275,5554.123462,5483.440823,5407.118700999999,5404.904482,5347.13264,5391.196151,5254.1884039999995,5210.954728000001,5052.508914,4925.686167,4819.506668999999,4685.0603040000005,4383.9012999999995,4238.30333,4068.9236760000003
20090115,3811.01833,3708.1684539999997,3559.894351,3489.3887369999998,3373.1293869999995,3240.729625,3181.602402,3235.273084,3185.835579,3114.020271,3068.0371299999997,2999.487327,2978.896555,3015.200551,2979.68759,2968.157491,2893.748791,2865.108183,2836.9106709999996,2927.455127,2943.847739,2939.87491,2940.49377,2894.3917069999998,2940.214507,2983.161645,3081.476965,3071.7897689999995,3284.017039,3397.0485200000003,3561.0542769999997,3577.395867,3859.3169579999994,4215.912335,4423.601266000001,4537.360247,4612.035115000001,4672.904458,4750.133142,4824.431941,4914.317088,5003.094301,5011.418355999999,4955.903898,5036.502459,5119.026857999999,5111.162582999999,5103.276677,4785.909943,4662.507804,4516.305427,4394.039933999999,4517.083076,4431.556818,4578.352253,4598.281290999999,4523.759877,4512.491193,4492.765369999999,4493.907254,4561.579497999999,4566.629317999999,4586.697163,4586.033586,4601.669695,4732.702533,4747.6494569999995,4794.712014,4830.915032999999,4817.629622,4937.254581,4998.044869,5163.302023,5258.393741999999,5392.631751,5420.159769,5499.536808999999,5472.772278,5433.889828,5316.878436999999,5262.429136,5200.323043,5312.75778,5152.058462,5272.9906900000005,5238.45093,5131.909622,5159.01472,5086.169465999999,5055.676061,4871.940213,4697.505985999999,4566.568692999999,4276.886826,4173.00875,3996.7225989999997
20090116,3860.6725329999995,3750.042093,3603.2145509999996,3387.915,3340.686185,3276.095534,3087.8994319999997,3198.010534,2994.511809,2968.047299,2890.608319,2919.3379729999997,2910.907509,2797.299363,2845.780157,2752.557628,2752.816036,2840.5887169999996,2905.377442,2748.351126,2856.753088,2815.571156,2842.456452,2942.3293009999998,2917.745621,2939.5199869999997,3113.947327,3151.1625409999997,3096.044231,3329.48123,3458.497632,3547.403467,3801.525231,4047.8153119999997,4147.160675,4370.540617,4477.227813,4517.071727,4607.584852,4604.05153,4649.330354,4707.976554,4806.1752799999995,4758.347878,4904.059532,4941.0962660000005,4927.753528,4881.031538,4631.5701389999995,4527.212689,4409.685936999999,4306.312746,4417.5027789999995,4382.543882,4450.681241,4509.032755,4442.615691,4474.711439,4438.864506999999,4520.939893,4421.055985999999,4537.146653,4519.930608,4502.131884,4544.411273999999,4486.98611,4557.438471,4558.992023,4603.6062999999995,4746.540165,4775.696037000001,4827.580172999999,4846.41282,5210.86995,5248.965148,5376.3898770000005,5262.116505,5177.251496,5259.338134,5093.848471,5131.799236,5113.386793,4893.660938,4930.448479000001,5070.091037,4952.5818420000005,4853.908009999999,4862.813773999999,4744.8227799999995,4764.50699,4669.513726,4539.471743,4380.341012,4077.5788889999994,3932.3209039999997,3912.4619000000002
20090117,3556.799954,3498.3673479999998,3432.795251,3301.204178,3201.071369,3237.6737369999996,3150.277513,3038.98757,2839.451489,2919.4149909999996,2836.693779,2823.900061,2860.523963,2690.2356130000003,2648.6255229999997,2791.823907,2698.595752,2675.1132159999997,2646.588038,2641.1272289999997,2629.2039889999996,2649.568363,2710.587377,2790.5499090000003,2676.696353,2713.67479,2798.835358,2970.0848809999998,2853.8954679999997,2988.49616,3089.412632,3212.183495,3519.25979,3724.029021,3854.1032079999995,3968.999514,4049.157986,4139.015682,4287.448865,4310.768634999999,4423.796332999999,4306.217977,4450.199539,4404.27324,4500.130871,4567.438297999999,4563.790419,4560.6587739999995,4306.961093999999,4023.456381,4192.5494,3986.5385690000003,3982.166488,3903.018174,4029.654778,4038.229384,4145.212235999999,3989.8862329999993,4029.559136,3945.231604,3950.558068,4180.507334999999,4057.167179,4087.7609790000006,4058.8206410000003,4170.029589000001,4150.21472,4258.092106,4350.696842,4458.12958,4504.636036,4458.792672,4613.360329,4844.741801,5078.194028999999,4985.043668,4971.728963,4979.613996,4876.1858059999995,4763.117368,4785.031899,4858.149432,4700.671678,4726.0096300000005,4697.605411,4638.82991,4557.202179,4503.4595229999995,4637.13241,4416.1642759999995,4323.821925,4161.252253,4033.2027470000003,3881.1703789999997,3859.381851,3726.153709
20090118,3541.412262,3449.053421,3205.019366,3124.5784299999996,2965.860046,3004.799532,2922.59921,2887.405864,2776.85574,2603.561263,2604.107858,2627.758495,2651.504289,2524.042409,2574.757792,2580.594864,2402.5039309999997,2493.041888,2546.658832,2452.615974,2435.0605259999998,2463.4628049999997,2466.41403,2519.9424129999998,2613.074247,2631.089766,2721.410831,2634.939696,2696.276579,2719.782977,2820.010749,3015.028376,3187.1256789999998,3402.7094399999996,3492.536678,3514.095316,3603.172162,3799.9627549999996,3754.446184,3926.919556,3802.6025130000003,3840.31815,3912.356267,4015.3766689999993,4053.3719569999994,4075.625115,4169.420526,4176.936086,3917.1574760000003,3879.138035,3795.9321139999997,3832.605777,3736.548035,3682.2291990000003,3737.159329,3742.307216,3612.667007,3650.669473,3575.923116,3559.326998,3655.175123,3623.618113,3642.9745599999997,3714.900157,3736.739416,3668.698475,3768.272467,3759.855777,3865.784433,3956.0939550000003,4086.0398109999996,4094.8545890000005,4219.741604,4585.426463,4615.155411,4679.280559,4729.095394,4646.463519,4534.111134999999,4554.416727,4515.389359,4541.3070800000005,4455.691291,4359.629572,4492.418207,4489.042122,4377.034573,4292.778142,4334.629277,4183.024679,4099.53222,4022.7487660000006,3821.4330259999997,3693.977257,3483.939762,3412.065963
20090119,3274.681274,3127.090342,3023.887192,2870.728848,2909.3208799999998,2802.340744,2612.7678239999996,2599.259992,2597.27576,2562.952698,2388.0105790000002,2448.501234,2344.4829929999996,2353.6245639999997,2311.017023,2452.206537,2359.8677749999997,2404.717471,2395.444465,2294.859733,2260.345678,2279.6653619999997,2442.472587,2419.972952,2512.114416,2496.979021,2598.391357,2642.160473,2684.1243219999997,2749.286012,2925.04167,3024.5408749999997,3243.991929,3474.558795,3592.363355,3716.665945,3712.0211969999996,3820.303849,4032.417047,4108.883602,4161.4511999999995,4165.190065000001,4224.961077,4178.806052,4260.254721,4280.759744999999,4406.918042,4404.945838,4237.767599,4070.918578,3858.7747280000003,3792.878651,3768.361028,3909.858323,3809.7613069999998,3938.529292,3847.7431119999997,3834.0726109999996,3915.796275,3846.7958099999996,3801.8648279999998,3855.318133,3941.020058,3976.891143,3927.0289719999996,3869.8089629999995,3866.6957479999996,3990.84954,4118.073964,4042.7938160000003,4196.628831999999,4239.641736,4451.420963,4601.8558379999995,4758.651003,4759.399843,4763.655427,4783.807565,4656.010065,4506.670708,4621.9094239999995,4607.980321,4607.194621,4503.625296,4513.7036929999995,4332.687919,4322.638816000001,4335.238436999999,4313.5990950000005,4194.878273,4110.217837,3911.7614629999994,3823.803027,3605.6535189999995,3571.1498429999997,3397.9782649999997
20090120,3323.8332109999997,3141.6927220000002,2952.45387,2962.6088,2809.5740339999998,2707.080633,2630.17234,2618.621386,2474.231357,2491.15873,2517.8391619999998,2433.756555,2532.367919,2321.6249430000003,2413.276945,2329.355649,2345.2436669999997,2232.792731,2350.5291,2392.219991,2323.262109,2428.008141,2300.486994,2418.143532,2403.635436,2557.267237,2456.7668949999997,2642.362718,2499.516056,2758.443006,2905.7785369999997,3034.1203039999996,3191.553923,3294.932837,3451.888828,3518.6269620000003,3511.6253079999997,3591.3549430000003,3614.744165,3748.500666,3707.1958349999995,3882.423619,4013.126851,4021.9174760000005,4119.054828,4064.903996,4216.55787,4084.5223429999996,4044.5396220000002,3881.584375,3814.83625,3779.100383,3597.089486,3676.04477,3664.218433,3720.2108099999996,3735.173545,3620.460666,3733.904979,3739.041032,3670.5828939999997,3599.2518099999998,3691.02933,3724.3394209999997,3791.217623,3757.2960439999997,3696.0687709999997,3783.73417,3798.100646,4004.182771999999,3857.1937249999996,4088.268773999999,4280.277073,4424.229729000001,4509.524351,4621.641316,4481.575838,4497.431167000001,4411.654842999999,4400.457648,4318.484111999999,4298.699992,4328.5222539999995,4207.962409,4313.005164,4188.405172,4172.696604,4099.1968910000005,4093.7666369999997,3905.1722529999997,3831.6740919999997,3779.730107,3627.090616,3511.777598,3340.7707689999997,3308.4438699999996
